Resistance-Type;Gene	DSgene	Sample	Abundance
Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR2191546	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR9644740	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512251	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546453	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR10419845	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2090170	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR13554773	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281033	1

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638366	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844738	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844740	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512249	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11614988	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546454	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2090166	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6213120	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6212576	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512246	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6211631	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281028	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844736	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638365	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844784	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8797414	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8512245	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR9644741	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11614986	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR9644742	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR4388077	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281026	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR10992210	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546450	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281040	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281022	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2090174	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR4388699	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11844739	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR4388080	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281021	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281041	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR3546456	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281025	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR12918151	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2090169	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6208705	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281038	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR8797413	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638370	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR2638363	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	ERR3281039	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR6209370	0

Beta-Lactam Resistance;blaCARB	 blaCARB-12_1_D13210	SRR11600163	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12666050	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12666050	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638368	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638368	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281031	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281031	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090164	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090164	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546451	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546451	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546457	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546457	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12926096	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12926096	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281037	2

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281037	2

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600161	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600161	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR7912025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR7912025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281023	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281023	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638364	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638364	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281036	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281036	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281032	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281032	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281030	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281030	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10992209	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10992209	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512247	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512247	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281024	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281024	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600162	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600162	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213089	21

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213089	21

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281027	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281027	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638369	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638369	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6231011	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6231011	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554778	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554778	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546449	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546449	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797411	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797411	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546452	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546452	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512248	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512248	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4389122	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4389122	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797412	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797412	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281034	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281034	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281035	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281035	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554775	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554775	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281029	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281029	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844737	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844737	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13662870	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13662870	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12918152	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12918152	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213885	46

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213885	46

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638367	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638367	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4389352	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4389352	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512250	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512250	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844785	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844785	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR2191546	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR2191546	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512251	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512251	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546453	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546453	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10419845	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10419845	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090170	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090170	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554773	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR13554773	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281033	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281033	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638366	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638366	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844738	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844738	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844740	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512249	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512249	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11614988	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11614988	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546454	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546454	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090166	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090166	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213120	16

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6213120	16

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6212576	19

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6212576	19

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512246	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512246	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6211631	13

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6211631	13

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281028	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281028	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844736	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844736	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638365	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638365	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844784	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844784	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797414	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797414	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512245	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8512245	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644741	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644741	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11614986	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11614986	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644742	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR9644742	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR4388077	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR4388077	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281026	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281026	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10992210	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR10992210	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546450	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546450	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281040	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281040	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281022	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281022	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090174	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090174	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4388699	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR4388699	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11844739	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR4388080	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR4388080	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281021	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281021	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281041	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281041	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546456	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR3546456	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281025	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12918151	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR12918151	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090169	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2090169	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6208705	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6208705	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281038	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281038	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797413	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR8797413	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638370	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR2638363	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281039	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	ERR3281039	1

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6209370	24

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR6209370	24

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600163	0

Aminoglycoside Resistance;aph(3')	 aph(3')-Ia_3_EF015636	SRR11600163	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR12666050	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2638368	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281031	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2090164	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546451	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546457	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR12926096	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281037	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11600161	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR7912025	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281023	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2638364	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281036	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281032	20

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281030	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR10992209	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512247	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281024	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11600162	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR6213089	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281027	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2638369	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR6231011	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR13554778	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546449	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8797411	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546452	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512248	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR4389122	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8797412	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281034	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281035	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR13554775	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281029	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11844737	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR13662870	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR12918152	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR6213885	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2638367	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR4389352	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512250	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11844785	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR9644739	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR2191546	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR9644740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512251	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546453	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR10419845	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2090170	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR13554773	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	ERR3281033	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2638366	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11844738	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11844740	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512249	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR11614988	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR3546454	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR2090166	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR6213120	0

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR6212576	1

Beta-Lactam Resistance;blaTEM	 blaTEM-187_1_HM246246	SRR8512246	0

